userName,score,at,content,sentiment
Amin Suwondo,5,2023-02-18 14:02:38,kereeen abis,POSITIF
Medi Kusmana,1,2023-02-27 17:24:34,Tolong dong ini gmna sih sinya makin hari makin ancur,NEGATIF
Er Elita,5,2023-02-02 13:48:19,"mudah""paket internetnya lebih murah lg,lebih murah lebih sering paketannya",POSITIF
Fitri Aulia,5,2023-02-01 12:35:38,oke mudah dimengerti.tapi saya mau buka internet sakti namun belum tersedia fiturnya,NETRAL
davis alang,4,2023-02-08 01:24:33,Dcoba dulu Semoga ga ada kendala,NETRAL
Anas Wahid,1,2023-02-21 13:24:15,Jaringan gk jelas leg leg gak jelas,NEGATIF
Agus Salim,5,2023-02-10 15:32:12,bagus aplikasi my Telkomsel,POSITIF
Painting Services Tukang Cat,5,2023-02-11 12:18:33,aplikasi nya sangat mudah digunakan banyak promosi nya,POSITIF
Agung Putra,5,2023-02-02 22:58:20,𝕓𝕒𝕘𝕦𝕤,POSITIF
brahimnuris official,5,2023-02-02 09:28:39,Halo may telkomsel kenapa sinyalmu sekarang semakin jelek sdng harga paket data kamu trs naik dn semakin mahal. Dn di program dayli cek in kenapa pas waktunya reward hadia pengambilan data tiba tiba program di tiadakan sbg pelanggan kecewa dong,NEGATIF
Kkrman gani Krmangani,5,2023-02-18 04:22:43,Selalu update Layanan pelanggan 0821 ...,POSITIF
Zulman Edi,5,2023-02-04 02:22:44,telkomsel yang terbaik,POSITIF
Agus Pranoto,5,2023-02-05 11:01:23,mudah cepat lancar,POSITIF
Aji Sakka,1,2023-02-15 06:00:00,"Jaringan Telkomsel sangatlah jelek,ada apa denganmu...? Amat sangat jelek,super Lemot...👎👎👎",NEGATIF
Hasriani Ani,5,2023-02-09 11:58:59,bagus sangat bagus,POSITIF
Muhtadin Din,5,2023-02-16 10:54:57,Bagus sekali sangat mebantu,POSITIF
Rae ee,1,2023-02-07 02:18:56,Saya sudah bertransaksi sebesar 300 sebelum 1 nart 2023 tapi kenapa saya tida naik ke gold melainkan masi stuck di silver kenapa begitu??,NEGATIF
Iwank zhetiawank,3,2023-02-19 23:07:10,Fitur jaga pulsa eror semua koneksi alamat internet di matikan,NEGATIF
Hamzah Herlina,2,2023-02-05 03:38:02,g usah pake apk ini g konsisten lagi lama2 pindah ke lain aja.,NEGATIF
Sukma Wijaya,5,2023-02-06 01:08:02,makin ok pokoknya My Telkomsel,POSITIF
Andi Kurniawan,4,2023-02-23 04:08:03,Kouta game nya sekarang uda bisa di pake Karna beda game beda Kouta rupanya,POSITIF
Galang Danurta 28,5,2023-02-12 03:00:14,puas Banget sama pelayanan nya,POSITIF
Zul Kifli,4,2023-02-12 07:15:38,Sangat bagus sekali,POSITIF
Jack D Nanang,1,2023-02-02 05:45:33,"Woe keong kau ini provider paling mahal,masak jaringan lola bgt,tak pernah ku kasih ulasan bagus di apk ini,ini komplain cuk,jadi tanggapi,jgn banyak alasan cuk😡😡😡",NEGATIF
Wonxe Kenne,3,2023-02-13 12:50:55,lumayan... cuman kwota agak mahal,NETRAL
Tahir Ridho,4,2023-02-03 01:14:42,tolong sinyal di perbaiki,NETRAL
Sutomo 86,4,2023-02-20 07:29:40,Mempermudah ngecek paket data dan pulsa.tapi sayang saat buka/login aplikasi nya lama dan paket makin mahal tolong di perbaiki supaya setabil.,NETRAL
Alif Rahman H,1,2023-02-10 23:15:46,"mahal, banyak gangguan, calang",NEGATIF
Robet Wardah,1,2023-02-17 10:50:32,Telkomsel bangkrut aja,NEGATIF
Aska Ganteng,5,2023-02-09 21:49:06,pak membantu,POSITIF
Supriadi,4,2023-02-10 11:06:42,"Dari segi layanan sih udah oke tapi masalah saya yaitu pada bagian fitur daily cek in, untuk bisa mengklaim semua kuota total 14 gb kan harus tiap hari chek in selama 22 hari tapi kok batas waktunya cuma 18 hari? Gak cukup dong chek innya jadinya gak bisa klaim kuota 4 gb sama 10 gb nya,, yaa kalo gak niat kasi kuota gratis dmgausah dehh ada fitur daily chek in nya kalo gak niat ngasih kuota total 14 gb itu",NETRAL
Doni Parsada,5,2023-02-02 20:09:17,"baik ,puas.. itu aja..",POSITIF
Kamilatul Khoiroh,5,2023-02-27 15:09:16,liat bintangnya aja,POSITIF
duber melvoi,1,2023-02-01 11:19:13,"Pengalamannya adalah setelah memakai aplikasinya pertamanya aja bagus...semangat ngumpulin point dpt kuota...eh pas kesini2 malah gg dpt kuotanya...padahal disitu tiap hari klw check point tiap hari yg ke sekian bisa dpt point...klw emang gg dpt ngapain di kasih....ah gg guna nh aplikasi lama2...saran aja buat aplikasi jgn nipu klw mw nguntungin sendiri, apus aja tuh point kuotanya toh gg bakalan dpt jd cuma pakai aplikasinya aja gg ngarep2 tiap hari check point biar dpt kuota kaya pertama2...",NEGATIF
Fajar TB20,5,2023-02-14 19:25:42,Mantap pokoknya kurangnya cuma 1 gak bisa top up game itu doang sihh sisanya mantap👍👍,POSITIF
alek son,1,2023-02-16 00:37:35,"masa data gak di idupin nyedot pulsa gak ngotak,kurangin lah korup tu,udah mahal pas ngisi pulsa di sedot juga, sekarang nambah lagi masa kemaren harga kouta nya 7rb tiba² besok nya kouta yang sama di hapus trus di naikin sampe belasan ribu,emang kalo sering ngisi pulsa harga koutanya di naikin terus apa!!!",NEGATIF
Noob player,5,2023-02-22 03:58:53,sangat cepat tanpa lelet,POSITIF
Den Syarif Bayanilah Alif alifin,5,2023-02-03 08:44:32,Aplikasi sangat mudah di gunakan 🤑☺️,POSITIF
Al Fiqri,4,2023-02-11 19:16:58,"Alhamdulillah 🙏😇 Terima kasih TELKOMSEL, Kaget luar biasa setelah terima telpon dari TELKOMSEL. Rasanya kayak mimpi gak nyangka dapat 🚙 Setelah sekian lama menanti dan terus berdo'a 😉 gak tau harus bilang apa lagi selain rasa syukur yang tak henti2nya keluar dari mulut ini🙏 Air mataku yang bercucuran adalah bukti kebahagiaan yang tak terhingga atas rezeki hari ini 😍😍 Terimakasih, trimakasih, ""Kata-kata diatas adalah CONTOH ucapan apabila saya dapat undian mobil dari TELKOMSEL 😝🤪🙈",NETRAL
Yayat Sudrajat,5,2023-02-02 15:37:36,luar biasa peroses cepat,POSITIF
Rizkidwi Maulana,1,2023-02-10 08:59:26,"kenapa daily check-in sekarang udah berubah ga kayak yg kemarin. waktu daily check-in nya aja hanya beberapa hari, gimana mau diklaim hadiahnya. tolong diperbaiki...",NEGATIF
Car X Street,1,2023-02-08 14:21:55,paket mahal jaringan lemot👎,NEGATIF
Stiven Nyama,5,2023-02-22 01:49:31,Sering lemot atau loding lambat,NEGATIF
sucipto amex,1,2023-02-05 04:28:51,Tolong y ukuran ny d kcilin sy susah mw download,NETRAL
Malaka bro,5,2023-02-06 10:59:28,good...kartu enak di pakai roming mantap,POSITIF
Leonard Berfang,2,2023-02-21 15:00:29,"Saya pengguna kartu simpati telkomsel sejak awal telkomsel masuk ke kalimantan.. Saya perhaikan..makin lama kok makin mahal, dan paket yg biasa kita beli kita dapatkan secara tidak utuh sekarang ini. Contoh : Saya membelu paket 48GB yg saya dapatkan malah 30GB kuota utama dan 18GB untuk aplikasi medsos, nonton dan yg lainnya) Sebenarnya hal ini tidak perlu, karena tidak semua orang suka bermain medsos atau nonton menggunakan HP. Dan kuota yg 30GB saya gunakan hanya 1 minggu sudah habis.",NEGATIF
Suwanto,5,2023-02-06 11:37:12,Kedepanya paket kombo sakti + telpon harga murah masa aktif 30 hari jangan dihilangkan.. Trims ...,NETRAL
Ahmad Pelor,3,2023-02-17 03:56:07,"Aplikasi udah lumayan baik, tp harga pulsa paling mahal sejagat",NETRAL
kuwok delo,5,2023-02-12 15:34:24,mempermudahh,POSITIF
fahmi hidayatulloh,5,2023-02-24 06:29:01,"Mantap saya kasih bintang 5 , karena sudah ada fitur amankan Pulsa",POSITIF
ohja ngan,3,2023-02-07 00:36:21,"Tuk sekarang2 bli dataTelkomsel stop dulu krn maha,l make tree lebih terjangkau 20 gb ada promo cuma 25 ribu kecepatan jaringan beda tipis.",NETRAL
Juliana Bashiir,4,2023-02-01 08:17:37,Semoga kedepannya lebih baik lagii,NETRAL
Anas Yahya,1,2023-02-06 20:59:31,"Mau ambil paket susah, nominal sudah melebihi namun tidak bisa membeli",NEGATIF
Anggiarini Muthmainnah,1,2023-02-06 09:27:25,"Krgnya histori pembelian kuota internet pada pihak ketiga. Tidak hanya pembelian di apps saja, di apps lain hrsnya dicantumkan juga biar tau, masuk apa tidaknya kuota tersebut.",NETRAL
rizal oktavian,2,2023-02-24 05:37:09,"jaringan sering lag saat bermain game,parah sih harga mahal jaringan sering lag",NEGATIF
Dominating Joker08,1,2023-02-04 14:25:44,"makin gak jelas, masa kartu saya gak bisa browsing di crome, padahal menggunakan kartu lain dan wifi lancar aja browsingnya, saya coba pindah ke hp lain ternyata kartunya tetap tidak bisa browsing sejak mulainya update terbaru",NEGATIF
Murni 2798,2,2023-02-16 01:34:48,Paket kuota ketengan kok ngga ada lg ya? Bru kmren lusa beli masih ada,NETRAL
Al Amin,4,2023-02-11 00:45:51,Coba aja sendiri,NETRAL
rian 04,1,2023-02-28 11:17:39,"Jaringan sangat jlek, paket mahal",NEGATIF
Indra Mulyadi66,5,2023-02-04 16:25:35,lebih di banyakin dong promonya biar tambah puas,NETRAL
Dodi Anggara,1,2023-02-10 05:16:58,Jangan pelit daily checkin lah,NEGATIF
imam supandi,4,2023-02-23 20:59:48,"Program harus di sempurnakan lagi, dan sudah cukup lumayan mahal 😁",NETRAL
Yardi Yanto,3,2023-02-06 09:49:49,"kasih 3 bintang dulu karen program chek in ny kadang ada kadang tidak, jd gk bisa chek in tiap hari",NETRAL
Jajang Keling,5,2023-02-16 11:44:02,wowww my telkomsel mantappp,POSITIF
Arbik Frengki,4,2023-02-08 03:27:49,sangat puas dengan layanan telkomsel cuma kendalanya ditempat saya jaringan 4G nya kirang lancar,NETRAL
Jhon Silver,5,2023-02-25 01:59:35,Mantap 4G cerianya👍👍👍...Puazzzzzz,POSITIF
Lina Anggraeni,5,2023-02-03 08:58:21,sangat mudah aplikasinya di gunakan,POSITIF
garuda sakty channel,4,2023-02-12 11:40:01,nanti saya lihat perkembangannya,NETRAL
Saepul Raden,5,2023-02-07 12:29:27,sangat memuwaskan,POSITIF
Muhammad Rizal,1,2023-02-07 07:17:15,"Ganti nama aja jadi tonkolsel, kuota mahal tapi jaringan ilang ilang mulu.",NEGATIF
Kadir Kadir,5,2023-02-08 13:45:57,Saya suka aplikasinya,POSITIF
Benny Franny,2,2023-02-03 14:41:44,coba dulu kalo betulan dapat hadia,NETRAL
Sri Sunengsih,5,2023-02-04 07:58:54,"baik, walau kepelosok desa",POSITIF
Hendra Yulianto,4,2023-02-10 23:11:48,sangat memuaskan,POSITIF
Indra Budi,5,2023-02-21 09:40:37,bagus 👍aplikasi MyTelkomsel,POSITIF
Deddy Setiadi,5,2023-02-06 18:57:59,Berbagi sesama,NETRAL
Nova Anggun,5,2023-02-09 14:23:14,selalu kuat untuk jaringan dimanapun ya,POSITIF
Yanu Hia,5,2023-02-01 10:47:14,koin itu kan pakai pulsa nggak,NETRAL
al bocah,5,2023-02-07 23:00:56,saya pencinta kamu,POSITIF
Muhammad Shiddiq,5,2023-02-05 05:31:54,sipp..mantap,POSITIF
David Jungle000,3,2023-02-04 13:31:22,"Mulai lebih baik, tingkatkan lg..",NETRAL
Warno Sajah,5,2023-02-11 15:59:32,Telkomsel the best,POSITIF
mohammad rukan,1,2023-02-04 20:18:52,Harganya makin melejit gak bersahabat,NEGATIF
Sigit Setyarso,3,2023-02-06 10:41:26,"Sebenarnya udah lumayan bagus, tapi ada beberapa fitur yang tidak bisa dibuka, seperti jelajah nusantara, riwayat transaksi hanya bisa mengecek pembelian kita, tidak ada riwayat pulsa masuk, dan juga loading sekarang lumayan lamban",NETRAL
Capcin Capcuz,1,2023-02-27 11:18:05,"Aplikasi nya sudah bagus & lancar, tapi untuk produk kirim hadiah seharusnya Tidak perlu memberi tahukan Harga kepada penerima Hadiah, akibatnya penerima merasa di kasih kecil dr segi harga, penerima hadiah cukup di beri informasi Jumlah Paket Data nya saja, tidak perlu di kasih tahu informasi Harganya.",NETRAL
Dadang Gunawan,4,2023-02-02 06:00:41,lmyan bgus.wlwpn hrga pket2 data ny mahal,NETRAL
Ade Carolin,1,2023-02-10 05:38:21,Daylicekin nya tambah parah ...utk Bonus kuota di paling akhir jlkkkk....kcwa,NEGATIF
kaka dwi setiaji,5,2023-02-22 08:07:40,Saya sangat terbantu dengan my telkomsel karena murah murah kadang mahal mahal. Berkembang terus my telkomsel saya sangat terbantu walau 3G😭😭,POSITIF
Maulana Jr,2,2023-02-16 13:37:21,dulu padahal kartu ini langanan banget buat main game enak di pake lancar terus tapi sekarang kenapa jaringannya sering lah jadi ga konsisten Telkomsel mohon di perbaiki agar enak buat di pakain main game dan supaya lebih banyak pengguna Telkomsel saya mohon segera di perbaiki sinyalnya Telkomsel:),NEGATIF
La Jumarin,5,2023-02-13 20:32:04,"Dulu bintang 3, saya ubah jadi 5 bintang sekarang,, terbaik Telkomsel buat saya👍👍👍 tidak akan kelain hati lagi,promonya mantap👍, di wilayah WIT Maluku,Dgn biaya 50an bisa dapat beli bonus promo internet 10GBlebih+nelpon/30 hari,, membuat saya tambah cinta ❤️❤️❤️sama pelayanan Telkomsel. Terima kasih banyak Telkomsel 🙏🙏",POSITIF
Hr Sansan,1,2023-02-18 07:38:42,"Sudah mahal, jaringan internet ny lemot lagi, lawak",NEGATIF
Rikky Rinaldy,2,2023-02-05 16:53:22,"Saya pengguna Telkomsel sejak lama, Namun belakangan sangat risih dengan telfon dari bot provider dan sangat sering' itu sangat mengganggu, di tambah saya menggunakan 5 kartu sekaligus untuk kebutuhan Usaha saya' namun sangat aneh' karna harga paket yg tersedia sangat berbeda2_ tolong di baca komentar saya_ terimakasih",NETRAL
Anggi Bayu,2,2023-02-06 19:38:49,"Fitur makin banyak sip , tapi jangan lupa buat membenahi masalah login , sering sekali out .",NETRAL
Silviana Lubis,1,2023-02-03 17:29:43,apa gk guna cuman nyedot pulsa aja kemaren pulsa ku ada 7.000 tibatiba d sedot hutang ku aja gk ada sama telkomsel emang dasar apk rusak 😡,NEGATIF
Hery Syafaro,1,2023-02-13 14:37:09,"Dihh najis, udh setaun ga pake Telkomsel, nyesel gw ngisi paketan Telkomsel lagi.. Dikira ada perubahan ga taunya makin parah, jaringan menjijikkan buat maen game ringan macem maen cacing aja lemot gila, gmn maen game berat.. Udh harga paketan mahal2 banget, sumpah nyesel banget.. Mending Indosat sekalian biar ga bagus2 amat tp msh lebih mending.. Telkomsel Najis",NEGATIF
Gempo Imam,5,2023-02-10 05:57:45,hadiah nya donk jangn lupa hhhh,NETRAL
Gemini Ponsel,5,2023-02-12 14:30:56,sangat terbantu,POSITIF
Sobar gaming,1,2023-02-02 20:48:30,Paket doang mahal² jaringan jelek,NEGATIF
Kayla Desia,4,2023-02-13 17:32:40,semoga poin bisa jadi saldo,NETRAL
Steven Cwo,4,2023-02-11 11:23:39,lebih hemat.kalau bisa banyakin penawaran yang menarik,POSITIF
Fadilah bin sarman bin Selim bin Limun,3,2023-02-02 23:29:23,"Tolong dong menu beli kartu halo & migrasi kartu jangan ada di tampilan utama, kami khawatir tidak sengaja tersentuh.",NETRAL
Elin Karlina,5,2023-02-13 20:09:56,jaringan di wilayah kami bagus,POSITIF
Misiyono Yono,5,2023-02-04 13:09:52,sangat memudahkan pelanggan,POSITIF
Muhammad Luthfi,3,2023-02-08 18:07:21,"Untuk semuanya, sekarang aplikasi MyTelkomsel udah ada fitur jaga pulsa. Pilihannya ada di penawaran lainnya. Scrool aja ke samping sampai ketemu pilihan ""jaga pulsa"". Klik. Trus aktifkan. Tapi saya gatau sih worth it atau enggak. Soalnya baru aktifkan tadi. Jadi sementara ini saya kasih 3 bintang dulu. Kalo fiturnya memang beneran bisa jaga pulsa, nanti saya tambahin bintangnya",NETRAL
Ai Wangsih,5,2023-02-02 10:03:40,"Telkomsel semakin memudahkan bagi penggunanya, terkadang jaringan berpengaruh juga karena cuaca",NETRAL
Cucu Rijal,5,2023-02-28 06:04:20,"alhamdulillah lumayan terbantu,untuk melihat gratisan kuota habis engganya,beli kuota bisa",NETRAL
Agung Hermanto,2,2023-02-09 14:47:10,Sangat lambat diwilayah utan panjang 3 kemayoran,NEGATIF
Endang Dwi Lestari,5,2023-02-10 00:22:07,keren...beli pulsa ..kuota...murah dan lancar.. terima kasih my telkomsel atas promo promonya,POSITIF
24. Ni Luh Ayu Lestari,1,2023-02-27 16:45:42,Pulsa trus aja di potong ga jelas dikira beli pulsa ga mkk duit apa,NEGATIF
Aldous unser Gaming,5,2023-02-14 14:35:06,somoga mnang,NETRAL
Putra As,1,2023-02-03 17:34:25,"Ini kok daily loginnya di tunda terus gimana sih🥲 waktu itu mulainya tanggal dua, pas udah tanggal dua diundur lagi jadi tanggal 10 sekarang udah diundur sampe tanggal 12🥲 terus dapat apa nanti pas daily loginnya🙁kalo gini terus ni aplikasi saya hapus aja apa ya? Padahal udah update terus kemajuannya nggak ada, cuman beda tampilannya🥲 aplikasi nggak usah bagus² tampilannya yang penting bermanfaat aja isinya🙏🏻",NEGATIF
agnesd jm,2,2023-02-11 04:26:41,"Knp kita tidak bisa masuk ya, tiba2 keluar tidak bisa masuk lagi , padahal sudah verifikasi tidak ada pesan muncul",NEGATIF
Oppo A15,5,2023-02-08 10:39:35,"Tolong di tingkat kan lagi kualitas sinyal nya di daerah Kalimantan barat,tayan hilir,di daerah pedesaan sepanjang sungai Kapuas hilir",NETRAL
Darul falah,5,2023-02-05 07:13:53,jelas dan bagus,POSITIF
Waras Rianto,4,2023-02-07 12:37:12,"Wow keren my telkomsel lebih akurat ,sinyal setabil selalu senajan satu batang atau lima nalok ,tetap jaya Apa lagi sinyal 4 g /9 g tetap xesis ,, Saya cuma kasih empat bintang saka ,, Lalau saya sudah kaya aku kasih bintang sepuluh 📌,, Tapi saya masih kurang yakin sama telkomsel kerena saya cari paket yang tahunan tidak ketemu ,, Tolong bantuaya mencari paket tahun,, Dan telkomsel beli paket mahal aekali,,!!!!!!!!!",NETRAL
Suhendra 87,4,2023-02-01 08:58:18,"Ini kok dari kmrn sampe skrg sinyal internet nya jelek bngt sih,ada gangguan apa gimana sih????tlg di perbaiki bosss",NEGATIF
Aryamin Saja,5,2023-02-17 05:05:52,Moga semakin bnyak hadiahnya,POSITIF
BO CiL,4,2023-02-09 09:48:30,"untuk saat ini sangat puass,,",POSITIF
Jakob Jusuf,3,2023-02-08 12:52:03,Singnal kurang kenang,NEGATIF
Qaisara Maryam,5,2023-02-09 05:48:40,Daftar pemenang undian dari Desember sampai sekarang knpa tidak ada?,NEGATIF
Trisna Dewi,5,2023-02-01 14:46:09,sangat bagus dan membantu sekali,POSITIF
Asril Nasria,3,2023-02-03 07:44:53,"Ini kenapa yah akhir akhir ini gak bisa login aplikasi stuk warna putih sama pinggirannya merah terus kadang bisa kalo pas bisa aja,dan gak bisa buat masuk event jelajah Nusantara tolong perbaiki itu sama jaringan suka buruk akhir akhir ini 😓",NEGATIF
I PUTU,1,2023-02-04 13:52:01,"Udah dari 2/3 hari belakangan ini sampai sekarang jaringan internetnya SUPER LELET,ping sinyal tidak setabil Pokonya buruh jaringannya dan tidak ada perbaikan!",NEGATIF
Hardi Wijaya,5,2023-02-23 14:12:29,Sangat membantu tuk segala informasi Telkomsel 🙏,POSITIF
rorojongrang 993,2,2023-02-14 14:39:42,Layanan bagus tapi harga bosss Setiap kali saya topup dengan nominal yah besar lah kok ngk nambah massa aktif kartu kalo disuruh beli untuk massa aktif kartu mending pindah provider aj dari pada harus beli massa aktif doang plus jaringan suka ngk jelas cuman bagus bentar👍👍👍👍😅😅 Thanks untuk dev,NETRAL
Subiarto Subiarto,5,2023-02-01 12:07:04,ini kalo tukar ke poin bisa gak,NETRAL
Iky,5,2023-02-08 05:18:36,Aplikasi nya simpel,POSITIF
Kuyah Kuyah,2,2023-02-27 05:45:37,Mytelkomsel bisa di bajak org,NETRAL
Angga Yogantara,4,2023-02-28 18:38:11,Telkomsel suka loading sekarang,NETRAL
Marco Adrian,5,2023-02-20 04:16:28,oke banget puas,POSITIF
Moh Haris,4,2023-02-06 22:38:07,bintang 4 dulu karena baru makai,NETRAL
Nur Faizah,1,2023-02-05 04:53:07,"Bbrpa kali pngin buat akun masuk kon ga bisa"" ya, susah....?",NETRAL
Eko Naga Hitam,5,2023-02-13 15:09:39,Terbaik !!!,POSITIF
Aiman Lie,2,2023-02-23 19:48:08,"Menurut saya bagus untuk versi android 9. Hp saya 1 kartu, lebih bagus kalau apk ini bisa pasang 2 nomor tanpa harus 2 kartu. (Pengennya saya....) Kenapa ketularan provider lain? setiap mendung jaringan ikut mendung, listrik pingsan jaringan ikut pingsan.... Makin boros aja.",NETRAL
Zulkhairi Zulkhairi,3,2023-02-02 19:06:47,bagaimana cara tukar poin dengan paket internet,NETRAL
Rahayun Slamet,4,2023-02-19 16:40:34,"Bagus sekali menggunakan Mytelkom, beli paket cepat dan Mudah 😊",POSITIF
Dafa Official,3,2023-02-14 12:23:55,Min ko sekarang apk my telkomsel gak ada daily cekpoin nya,NETRAL
Nana Sudiana,1,2023-02-08 13:08:42,Mahal doang Jaringan Lemot,NEGATIF
Ega Purnama,1,2023-02-01 03:43:50,Lmoot bngt gk jlas... loading mli padahal paket masih 20 gb,NEGATIF
Ferdi Thahir,2,2023-02-05 04:09:19,Ngk ada gratisan tiap isi pulsa,NETRAL
Muhammad Agun,1,2023-02-20 17:57:58,Langganan tanpa batas,NETRAL
Yacob Toding,4,2023-02-28 02:44:11,senang bisa berlangganan dengan my Telkomsel,POSITIF
Bayu A. Sugara,1,2023-02-12 15:37:25,Paketan doang mahal.sinyal busukkk,NEGATIF
Aghee,1,2023-02-28 05:31:08,"Tidak dapat masuk ke aplikasi, link verifikasi yang dikirim ke sms dengan keterangan link kadaluarsa",NEGATIF
Vivo Y22,5,2023-02-06 07:48:46,kasih lah promo yang lebih baik lagi,NETRAL
Didinding Ba,1,2023-02-10 17:01:41,"My telkomsel basa basi doank pake fitur daily checkin, udah ga guna lol Wkwkw Otw ke operator lain",NEGATIF
Rico Sumarsono,5,2023-02-09 11:55:54,rekomendasi utk teman semua 👍,POSITIF
Anwar Situmorang,1,2023-02-22 12:05:13,Kartu k0nt0l Sinyal nya kek babj Harga nya ga ngotak,NEGATIF
Heri Kurniawan,1,2023-02-05 11:07:09,Asalanya ada paket gratis 12 MB sekarank gk ada jelek pokonyan,NEGATIF
FAZoffic,1,2023-02-17 11:01:18,"Kembalikan pulsaku Anang tole! Aku ngisi pulsa 3 kali dengan jumlah 45 ribu. Dipotong hutang telkomsel 10 ribu, harusnya masih 35 ribu. Kenapa pulsaku cuman bersisa 25 ribu? Jangan makan duit haram wahai operator telkomsel. Janganlah menciptakan mental-mental Sambo di dunia pertelekomunikasian!",NEGATIF
Nurlayla Layla,5,2023-02-03 10:27:11,terbaik untuk saat ini,POSITIF
Ahmad Pky,5,2023-02-09 15:32:50,"very very very goooodddd...., makasih..:-D",POSITIF
adi shirothin,2,2023-02-08 15:45:38,"waktu kuota utama habis, tinggal kuota unlimited apps tapi kualitas sinyalnya pasti beda gak seperti kuota utama. gak tau makin kesini makin kesana telkomsel. katanya unlimited tapi dibatasin 20Gb ya begitulah",NEGATIF
djhoncouplack,5,2023-02-14 12:58:48,minta hadiahnya dong uang tunai se ikhlasnya aja,NETRAL
Budi Irawan,1,2023-02-28 16:43:26,makin hari layanan telkomsel makin jelek jaringan makin kacau harga paket mahal tapi pelayanan kosong kita pakai uang beli paket tapi jaringan macam asu,NEGATIF
BAKRIE LINCHUY,5,2023-02-11 12:34:34,"AQ DAN TELKOMSEL TAK BISA DI PISAHKAN, AQ YESSSS, MANTAP",POSITIF
Budi Raharjo,3,2023-02-22 17:42:35,"Saya kasih bintang 3. Apk nya sebenernya bagus buat transaksi paket data/top up games dll. Tapi sayang cukup mengganggu notifikasi update versi terbaru setiap masuk apk MyTelkomsel, padahal sudah update dari bulan"" lalu.",NETRAL
rae21,5,2023-02-01 03:10:37,Dengan aplikasi my telkomsel mepermuda beli kuota,POSITIF
Kevlar Andra,5,2023-02-09 07:24:12,Kasih promo biar tambah mantap,NETRAL
Fajar Supriyanto,1,2023-02-10 16:02:11,"Ini unlimited 128kbps /1,28kbps?",NETRAL
rizka wahyufi,4,2023-02-01 00:48:56,mempermudah,POSITIF
Muhammad Idris,1,2023-02-07 08:36:43,knpa kartuku masih mahal2 paket datanya.... sedangkan kartuku Udah lama jdi mohon Telkomsel pengguna kartu lama itu kasih murah2 paket,NEGATIF
Griya RpR,5,2023-02-05 00:49:17,"Jaringan lancar,, adapun trouble cepat tertangani dgn baik dan pelayanan nya sangat memuaskan",POSITIF
Kevin Gadi,5,2023-02-04 06:53:50,Kenapa jelajah Nusantara ngga jadi ya,NETRAL
Andreas Dachi,1,2023-02-09 06:28:50,Heewew jgn ragu apk ini bisa beli pulsa lohh,POSITIF
Muhammad Rosyid,1,2023-02-03 16:19:46,Sinyal makin busuk aja dikit dikit gangguan,NEGATIF
Agus Tri Susanto,1,2023-02-07 13:20:17,Beli pulsa 50rb cuma dapat perpanjangan masa aktif 1 minggu ki pye,NEGATIF
abdul rahman,2,2023-02-10 06:01:23,Daily cek in mulai tanggal sepuluh Tapi misi buat dapat kuota harus cek in 22 hari,NETRAL
Abib Mustain,5,2023-02-06 01:15:40,puas dengan pelayanan,POSITIF
Turmizi Usman,5,2023-02-03 17:34:41,Sangat simpel prosesnya dan menguntungkan,POSITIF
achmad rully,1,2023-02-11 04:32:40,nama elit jaringn sulit!!!!,NEGATIF
Beny Bria,5,2023-02-13 13:59:54,Saya hanya Buruh kasar,NETRAL
Dicky Aji,2,2023-02-10 12:08:55,Telkomsek tambah parah makanya gak laku masa mau tranfer pulsa aja di potong banyak banget 2000 kaya beli pulsa di konter,NEGATIF
IANMS MUSIC,1,2023-02-21 12:33:37,"Telkomsel pandai sekali bikin penggunanya melakukan transaksi tanpa disadari. Tadi klik link di facebook. Padahal kuota masih banyak, tapi masih saja ditanya buat beli paket. Tadi lagi sibuk ke hal lain, jadinya ga sengaja terklik. Malah paket darurat yang aktif. Dulu paket darurat muncul kalau kuota habis. Tetapi sekarang agak lain. Lalu suka nyedot pulsa juga kalo misal kuota habis.",NEGATIF
Iyan 012,1,2023-02-07 14:13:37,JARINGAN AMPAS PAKETAN DI MAHALINN SU ASU,NEGATIF
Agung Stones,1,2023-02-08 05:10:50,"Lemotttttttt , pindah ke kartu yg lain good bye Telkomsel",NEGATIF
domi mekanik,2,2023-02-04 18:15:20,Saya mengharapkan kemudahan jaringan dari Telkomsel.. karena jaringan sering lelet,NETRAL
sandi nur ichsan,4,2023-02-03 00:58:43,mau beli d shopee bendal,NETRAL
Andi Wahyu,5,2023-02-02 09:13:41,Bisa ditambahkan riwayat pemakaian pulsa?,NETRAL
Izay Zaykosongkosong,5,2023-02-03 16:57:43,aplikasinya lumayan pelayanan juga baik,POSITIF
Eko wahyu Budiutomo,1,2023-02-01 10:01:32,Paket yang sering aku beli kok suka hilang ya kak?,NEGATIF
PapaMuda vanhoutens,5,2023-02-18 19:28:14,"Mantep langsung di bantu kalau ada keluhan,kan kedepan nya para costume bisa nyaman,dah gitu banyak lagi event hadiah dari Telkomsel,semoga kedepan nya nomor saya yang berkah dapet hadiah nya ya 🥰🥰",POSITIF
Abay Ja,2,2023-02-21 07:35:50,"untuk aplikasi my telkomsel nya saya tidak ada komplain, tapi saya mau komplain dengan telkomsel nya, perihal jaringan dalam kota kok bisa ilang"", kadang juga bisa lost signal, mohon di tindaklanjuti lagi keluhan pelanggan mu wahai telkomsel.",NETRAL
