content,textPreprocessing,sentiment
"ini telkomsel mau bubar atau gimana ? apk sekelas bumn lelet bener, daily check-in total 22 hari, tapi baru mulai tgl 10, jd sisa waktu hanya 18 hari, mau dapat stamp 22 hari harus isi pulsa 40 ribu. sakit semua bumn di indonesia.",telkomsel mau bubar bagaimana aplikasi kelas bumn lambat benar daily check in total hari baru mulai tanggal jadi sisa waktu hari mau stamp hari isi pulsa ribu sakit semua bumn indonesia,NEGATIF
"Agak kecewa sama telkomsel, ditawarkan tukar point dgn gratis internet 2 bulan,tp malah masuk tagihan pemakaian 3 bln sekaligus dlm 1 bulan, sementar di bulan berikut nya malah masuk lagi tagihan pemakain dibulan berjalan nya, dan gratis inyernet nya malah tidak ada, jadi rasa mau berhenti berlangganan saja ð¤ð¤ð¤",kecewa sama telkomsel tawar tukar point gratis internet bulan malah masuk tagih pakai bulan sekaligus bulan bulan ikut nya malah masuk tagih pakai bulan jalan nya gratis internet nya malah tidak jadi rasa mau henti langgan,NEGATIF
Telkomsel saya pelanggan setia tolonglah kalau d download jgn ksi lalot,telkomsel langgan setia tolong kalau d download jangan kasih lambat,NETRAL
Ngelag teruss,lag terus,NEGATIF
aplikasi sangat bermanfaat sekali,aplikasi sangat manfaat sekali,POSITIF
apk ini sangat baik,aplikasi sangat baik,POSITIF
paketan doang mahal sinyal buruk banget,paket doang mahal sinyal buruk banget,NEGATIF
"Makin kesini daily check in makin aneh hadiahnya, udah kuota aja, gausah ini itu deh padahal jadi males ikut program nya",makin kesini daily check in makin aneh hadiah kuota tidak usah deh padahal jadi malas ikut program nya,NEGATIF
mantap sangat mudah bertransaksi,mantap sangat mudah transaksi,POSITIF
Tidak jelas Telkomsel disuruh login malah tidak bisa login dan sekarang paket gamenya tidak semua daerah keluar daerah tidak bisa digunakan rugi banget saya. Sudah beli 150ribuh karena paketnya lebih murah buat ngegame,tidak jelas telkomsel suruh login malah tidak login sekarang paket game tidak semua daerah keluar daerah tidak guna rugi banget beli ribu paket lebih murah buat game,NEGATIF
aku sangat senang,aku sangat senang,POSITIF
lumayan bisa membantu banyak pilihan nya,lumayan bantu banyak pilih nya,POSITIF
"Kuota serba mahal. Jaringan selalu lemot .. pelanggan Telkomsel itu butuh kenyamanan, buka kuota yang mahal.untuk apa kuota mahal sedangkan jaringan lemot",kuota serba mahal jaring selalu lambat langgan telkomsel butuh nyaman buka kuota mahal apa kuota mahal jaring lambat,NEGATIF
semoga dapat rezeki di my Telkomsel,moga rezeki my telkomsel,NETRAL
Sinyal nya leg Mulu kalo mau bagus sinyalnya gw haru maen nya di lantai lima,sinyal nya lag mulu kalau mau bagus sinyal gue haru main nya lantai lima,NEGATIF
Jaringgan Telkomsel taik,jaring telkomsel tai,NEGATIF
"Harga kuota semakin naik, kualitas sinyal semakin buruk!",harga kuota makin naik kualitas sinyal makin buruk,NEGATIF
3 dulu plyter nya belum di aktifkan,dulu paylater nya belum aktif,NETRAL
Ikut program prabayar telkomsel pulsa peketan,ikut program prabayar telkomsel pulsa paket,NETRAL
Fitur jaga pulsa sudah kebagian....Tks,fitur jaga pulsa bagi terima kasih,POSITIF
Saya blm pernah transaksi melalui aplikasi tolong di kasi panduan,belum pernah transaksi lalu aplikasi kasih pandu,NETRAL
Dayli check in nya kok ngk masuk akal ya,daily check in nya kok tidak masuk akal,NEGATIF
"Gue butuh kuota bukan yg lain"" dealy check in tolong kmbali sprti biasanya. Hot promo biasa dpt bonus ini udh gk ada????",gue butuh kuota bukan daily check in biasa hot promo biasa bonus tidak,NETRAL
sangat membantu sekali..,sangat bantu sekali,POSITIF
"Bagus sangat membantu tp app my telkomsel nya lama klo di buka..tdk sprti yg dulu,smoga kedepanya bs lbh baik",bagus sangat bantu aplikasi my telkomsel nya lama kalau buka tidak dulu moga depan lebih baik,NETRAL
Daily cek cuma 18hari ya ga dapet kuota lah gimana sih,daily cek cuma hari tidak kuota lah bagaimana sih,NETRAL
"Tolong tambahkan fitur kunci pulsa, terus adakan kuota harian 20mb untuk login, masa setiap beli pulsa mau paketin data di aplikasi telkom pulsa kesedot terus 5000-20000 itupun gak jelas paketanya. Dan misalkan paket data kita habis tolong jangan main asal paketin sendiri, kalo gitu kita yg rugi. Dan kalo bisa, misalkan kuota kita habis jangan di sedot pulsa, kalo mau penggunaan datanya di berhentiin jadi gak bisa akses internet kecuali masih ada paketan yg lain (aplikasi) *Terima kasih*",tambah fitur kunci pulsa terus adakan kuota hari mb login masa beli pulsa mau maket data aplikasi telkom pulsa sedot terus itu tidak jelas paket misal paket data habis jangan main asal maket sendiri kalau rugi kalau misal kuota habis jangan sedot pulsa kalau mau guna data henti jadi tidak akses internet paket aplikasi terima kasih,NEGATIF
semoga saya bertung,moga untung,NETRAL
"Ngelag bener sinyalnya ampun dah buat maen game doang, paket mahal2 percuma kalo sinyal jaringan ke 3g. Padahal tinggal diperkotaan, apalagi kalo di pelosok. Tolong diperhatikan, kalo tidak ada tindak lanjutnya saya yakin pada pindah developer.",lag benar sinyal ampun buat main game doang paket mahal percuma kalau sinyal jaring g padahal tinggal kota kalau pelosok perhati kalau tidak tindak lanjut yakin pindah developer,NEGATIF
mantaaaaapppp Bosque,mantap bos,POSITIF
Ok banyk promo,oke banyak promo,POSITIF
Sejauh ini masih aman aplikasinya,jauh aman aplikasi,POSITIF
aq malah seperti di jajah di tengah2 kemerdekaan negri sendiri...masa oya cek pulsa dan kuota ja hrus pakai aplikasi...iya kalau gk pakai kuota buka nya...lah ini kalo gk ad kuota buka pun gk bisa....!!!! jngankan merekomendasikan ini aplikasi...aq aja kasih satu bintang dah sangat terpaksa....,aku malah jajah tengah merdeka negeri sendiri masa cek pulsa kuota ja pakai aplikasi iya kalau tidak pakai kuota buka nya lah kalau tidak kuota buka tidak jangan rekomendasi aplikasi aku kasih satu bintang sangat paksa,NEGATIF
"Telkomsel menjadi kepercayaan dan berada di hati masyarakat dalam mengujudkan harapan cita2 lebih baik massa mendatang,trims",telkomsel jadi percaya ada hati masyarakat wujud harap cita lebih baik massa datang terima kasih,POSITIF
mantap dengan mudah membeli kouta,mantap mudah beli kouta,POSITIF
Saya punya kuota YouTube. Terkadang kuota reguler terpakai ketika nonton YouTube. Mohon diperbaiki,punya kuota youtube terkadang kuota reguler pakai nonton youtube mohon baik,NETRAL
Kenapa sih kok lemot amat sinyal.ceapt perbaiki dong,sih kok lambat sinyal cepat baik dong,NEGATIF
perbaikan lagi sering keluar terus,baik sering keluar terus,NETRAL
"semoga mendapatkan keberkahan dengan manfaat kartu Telkomsel ... buat usaha kami sekeluarga, terima kasih Telkomsel... yang selalu memberikan sinyal terbaiknya ditempat aku...",moga dapat berkah manfaat kartu telkomsel buat usaha keluarga terima kasih telkomsel selalu beri sinyal baik tempat aku,POSITIF
selalu yg terbaik.. walau kouta nya mahalððð,selalu baik kouta nya mahal,NETRAL
sgat bagus,sangat bagus,POSITIF
mudah serta praktis transaksi paketnya,mudah praktis transaksi paket,POSITIF
Mahal. Lemot.aplikasi ribet.ga simpel,mahal lambat aplikasi ribet tidak simpel,NEGATIF
tingkakan jaringan dan harga akses diturunkan!,tingkat jaring harga akses turun,NETRAL
"sangat akurat Dan responsif. sudah pake bertahun-tahun Dan sering coba-coba pake jaringan lain tapi tetap lebih stabil, berkualitas dan luas lagi jaringan layanan yang disediakan oleh Telkomsel, walaupun sering mati lampu PLN tapi tidak berpengaruh kepada jaringan data TELKOMSEL. MANTAP.",sangat akurat responsif pakai tahun tahun sering coba coba pakai jaring tetap lebih stabil kualitas luas jaring layan sedia telkomsel walaupun sering mati lampu pln tidak pengaruh jaring data telkomsel mantap,POSITIF
baru coba sepertinya memang bagus aplikasinya,baru coba seperti memang bagus aplikasi,NETRAL
"ok, mantap",oke mantap,POSITIF
Naik teroooss........,naik terus,NEGATIF
bagus aplikasinya update ðð»,bagus aplikasi update,POSITIF
Paket sakti ganti aja jadi paket sakit,paket sakti ganti jadi paket sakit,NEGATIF
Telkomsel telkomsel.cari untung jangan keterlaluan masa cek paket aj hrus pake aplikasi..bgaimna bgi mreka yg hp nya ram nya kecil.g bisa download apk mytelkomsel...tolong dpertimbangkn supaya pelanggan telkomsel g kabur..,telkomsel telkomsel cari untung jangan terlalu masa cek paket pakai aplikasi bagaimana hp nya ram nya kecil g download aplikasi mytelkomsel timbang langgan telkomsel g kabur,NEGATIF
"Program Check-in MyTelkomsel sekarang semakin tidak fair Masa 22 hari check-in agar dapat semua hadiah,,, eh ini periode programnya dihitung tidak sampai 20 hari. Ini sama dengan membohongi konsumen, mending program yang dulu periodenya lebih panjang dan fair. Tolong diperbaiki. Dan tampilannya semakin rumit, buat yang simpel seperti dulu lagi donk. Thanks",program check in mytelkomsel sekarang makin tidak fair masa hari check in semua hadiah eh periode program hitung tidak hari sama bohong konsumen mending program dulu periode lebih panjang fair baik tampil makin rumit buat simpel dulu dong thank,NEGATIF
Jaringan sangat buruk,jaring sangat buruk,NEGATIF
Mau cek sisa kuota aja di paksa download aplikasi ne. Mana aplikasinya gx ky dulu. Pelanggan Bukannya di permudah malah di persulit. Padahal dari dulu selalu pake telkomsel. Aneh tapi nyata...,mau cek sisa kuota paksa download aplikasi ne mana aplikasi tidak dulu langgan bukan mudah malah sulit padahal dulu selalu pakai telkomsel aneh nyata,NEGATIF
apk mytelkomsel sangat menyenangkan,aplikasi mytelkomsel sangat senang,POSITIF
"Fitur di aplikasi nya udah lepkap dan ada fitur jagal fulsa jadi gak kepotong lagi, cuma keluhan nya buat masuk ke aplikasi nya lama amat jadi kayak macet gitu, tolong di perbaiki saat mau masuk aplikasi aja buat yang lainya udah bagus dan lengkapð",fitur aplikasi nya lengkap fitur jagal pulsa jadi tidak potong cuma keluh nya buat masuk aplikasi nya lama jadi macet baik mau masuk aplikasi buat lain bagus lengkap,NETRAL
99.9% pasti ok. yg..? ttg kwalitas sinyal da hadiah. bgi yg mampu berpeluang bgi yg /bulan ekonomi lemah sangat tipis. shrusnya planggan lama min5th.dlm 1nomer dpat kesempatan lah. di undi tersendiri dlm group. Krn lesing.pt. itu pnya puluhan no. ynh miskin terjepit klo gtu saya dkt tower petir sering ter jadi sampai tv saya rusak GK ada tanggapan dari tsel. tower pnya peredam tpi hentakan petir pasti mantul ke penduduk. tlong tsel minta benerin tv saya. harus ikut tanggung jawab,oke kualitas sinyal da hadiah mampu peluang bulan ekonomi lemah sangat tipis langgan lama minta nomor sempat lah undi sendiri group lesing pt punya puluh no miskin jepit kalau dekat tower petir sering ter jadi tv rusak tidak tanggap telkomsel tower punya redam hentakan petir mantap betul duduk telkomsel minta benar tv ikut tanggung jawab,NETRAL
Gk tsu akhir akhir ini kartu Telkomsel ngellag nya parah,tidak tahu akhir akhir kartu telkomsel lag nya parah,NEGATIF
sangat membantu...,sangat bantu,POSITIF
love this app,love this aplikasi,POSITIF
balikin kuota gratis nya hadiah dari login setiap hari,kembali kuota gratis nya hadiah login hari,NETRAL
Mohon secepatnya diperbaiki..... sinyal lag parah kalo dibuat main game....,mohon cepat baik sinyal lag parah kalau buat main game,NEGATIF
Sinyal bosok,sinyal busuk,NEGATIF
"Kartu kont*l, pemberitahuan muncul pas pemakaian internet pake pulsa, kuota abis gak ada pemberitahuan",kartu kontol l beri tahu muncul pas pakai internet pakai pulsa kuota habis tidak beri tahu,NEGATIF
Aplikasi mulai buruk sekarang. Yg mana bonusan paket dlu minimal 6 GB sekarang udh hilang,aplikasi mulai buruk sekarang mana bonus paket dulu minimal gb sekarang hilang,NEGATIF
"Cuaca cerah, jaringan gerah. Parah...",cuaca cerah jaring gerah parah,NEGATIF
"Macam paket sangat banyak..tapi jd membingungkan. Apa bedanya yang sakti/combo sakti/ eksklusif / omg/max Mungkin bisa diinfokan atau diberi deskripsi yg lebih jelas, paket untuk apa aja dan kecepatannya apakah semua sama, sehingga pengguna tidak salah pilih. Terima kasih.",macam paket sangat banyak jadi bingung apa beda sakti combo sakti eksklusif omg max mungkin info beri deskripsi lebih jelas paket apa cepat semua sama guna tidak salah pilih terima kasih,NETRAL
Inimah seru kali pribadi yg,ini mah seru kali pribadi,NETRAL
Mantaaaaap.....,mantap,POSITIF
kereeen abis,keren habis,POSITIF
Tolong dong ini gmna sih sinya makin hari makin ancur,dong bagaimana sih sinyal makin hari makin hancur,NEGATIF
"mudah""paket internetnya lebih murah lg,lebih murah lebih sering paketannya",mudah paket internetnya lebih murah lebih murah lebih sering paket,POSITIF
oke mudah dimengerti.tapi saya mau buka internet sakti namun belum tersedia fiturnya,oke mudah erti mau buka internet sakti belum sedia fiturnya,NETRAL
Dcoba dulu Semoga ga ada kendala,coba dulu moga tidak kendala,NETRAL
Jaringan gk jelas leg leg gak jelas,jaring tidak jelas lag lag tidak jelas,NEGATIF
bagus aplikasi my Telkomsel,bagus aplikasi my telkomsel,POSITIF
aplikasi nya sangat mudah digunakan banyak promosi nya,aplikasi nya sangat mudah guna banyak promosi nya,POSITIF
ðððð¦ð¤,,POSITIF
Halo may telkomsel kenapa sinyalmu sekarang semakin jelek sdng harga paket data kamu trs naik dn semakin mahal. Dn di program dayli cek in kenapa pas waktunya reward hadia pengambilan data tiba tiba program di tiadakan sbg pelanggan kecewa dong,halo may telkomsel sinyal sekarang makin jelek sedang harga paket data kamu terus naik makin mahal program daily cek in pas waktu reward hadiah ambil data tiba tiba program tiada langgan kecewa dong,NEGATIF
Selalu update Layanan pelanggan 0821 ...,selalu update layan langgan,POSITIF
telkomsel yang terbaik,telkomsel baik,POSITIF
mudah cepat lancar,mudah cepat lancar,POSITIF
"Jaringan Telkomsel sangatlah jelek,ada apa denganmu...? Amat sangat jelek,super Lemot...ððð",jaring telkomsel sangat jelek apa dengan sangat jelek super lambat,NEGATIF
bagus sangat bagus,bagus sangat bagus,POSITIF
Bagus sekali sangat mebantu,bagus sekali sangat bantu,POSITIF
Saya sudah bertransaksi sebesar 300 sebelum 1 nart 2023 tapi kenapa saya tida naik ke gold melainkan masi stuck di silver kenapa begitu??,transaksi besar maret tidak naik gold stuck silver,NEGATIF
Fitur jaga pulsa eror semua koneksi alamat internet di matikan,fitur jaga pulsa error semua koneksi alamat internet mati,NEGATIF
g usah pake apk ini g konsisten lagi lama2 pindah ke lain aja.,g usah pakai aplikasi g konsisten lama pindah,NEGATIF
makin ok pokoknya My Telkomsel,makin oke pokok my telkomsel,POSITIF
Kouta game nya sekarang uda bisa di pake Karna beda game beda Kouta rupanya,kouta game nya sekarang pakai beda game beda kouta rupa,POSITIF
puas Banget sama pelayanan nya,puas banget sama layan nya,POSITIF
Sangat bagus sekali,sangat bagus sekali,POSITIF
"Woe keong kau ini provider paling mahal,masak jaringan lola bgt,tak pernah ku kasih ulasan bagus di apk ini,ini komplain cuk,jadi tanggapi,jgn banyak alasan cukð¡ð¡ð¡",woe keong kau provider paling mahal masak jaring lola banget tak pernah ku kasih ulas bagus aplikasi komplain cuk jadi tanggap jangan banyak alas cuk,NEGATIF
lumayan... cuman kwota agak mahal,lumayan cuma kuota mahal,NETRAL
tolong sinyal di perbaiki,sinyal baik,NETRAL
Mempermudah ngecek paket data dan pulsa.tapi sayang saat buka/login aplikasi nya lama dan paket makin mahal tolong di perbaiki supaya setabil.,mudah ecek paket data pulsa sayang buka login aplikasi nya lama paket makin mahal baik stabil,NETRAL
"mahal, banyak gangguan, calang",mahal banyak ganggu calang,NEGATIF
Telkomsel bangkrut aja,telkomsel bangkrut,NEGATIF
pak membantu,pak bantu,POSITIF
"Dari segi layanan sih udah oke tapi masalah saya yaitu pada bagian fitur daily cek in, untuk bisa mengklaim semua kuota total 14 gb kan harus tiap hari chek in selama 22 hari tapi kok batas waktunya cuma 18 hari? Gak cukup dong chek innya jadinya gak bisa klaim kuota 4 gb sama 10 gb nya,, yaa kalo gak niat kasi kuota gratis dmgausah dehh ada fitur daily chek in nya kalo gak niat ngasih kuota total 14 gb itu",segi layan sih oke masalah bagi fitur daily cek in klaim semua kuota total gb kan tiap hari cek in lama hari kok batas waktu cuma hari tidak cukup dong cek innya jadi tidak klaim kuota gb sama gb nya kalau tidak niat kasih kuota gratis tidak usah deh fitur daily cek in nya kalau tidak niat kasih kuota total gb,NETRAL
"baik ,puas.. itu aja..",baik puas,POSITIF
liat bintangnya aja,liat bintang,POSITIF
"Pengalamannya adalah setelah memakai aplikasinya pertamanya aja bagus...semangat ngumpulin point dpt kuota...eh pas kesini2 malah gg dpt kuotanya...padahal disitu tiap hari klw check point tiap hari yg ke sekian bisa dpt point...klw emang gg dpt ngapain di kasih....ah gg guna nh aplikasi lama2...saran aja buat aplikasi jgn nipu klw mw nguntungin sendiri, apus aja tuh point kuotanya toh gg bakalan dpt jd cuma pakai aplikasinya aja gg ngarep2 tiap hari check point biar dpt kuota kaya pertama2...",alam pakai aplikasi pertama bagus semangat kumpul point kuota eh pas kesini malah tidak kuota padahal situ tiap hari kalau check point tiap hari sekian point kalau memang tidak apa kasih ah tidak nah aplikasi lama saran buat aplikasi jangan tipu kalau mau untung sendiri hapus tuh point kuota tidak bakal jadi cuma pakai aplikasi tidak harap tiap hari check point biar kuota kaya pertama,NEGATIF
